ParticipantID,TrialNo,TrialID,Layout,Difficulty,AnswerAccuracy,Card1SeenTime,Card2SeenTime,Card3SeenTime,Card4SeenTime,Card5SeenTime,Card1SelectTime,Card2SelectTime,Card3SelectTime,Card4SelectTime,Card5SelectTime
7,3,1,Flat,5,1,0.0171273,0.622633,0.7895344,4.975804,5.086702,3.476489,4.653545,6.852688,7.860153,9.073861
7,4,2,Full Circle,5,1,0.9108856,2.554739,3.587428,4.620317,6.48638,2.088126,3.19901,4.987015,5.953321,7.717779
7,5,3,Flat,5,4,0.01702015,0.6095754,0.8545838,2.198456,2.220924,3.286939,4.808272,6.563092,10.90547,11.73848
7,6,4,Full Circle,5,3,0.01754177,0.9987839,5.453345,6.775128,7.51896,2.265956,3.542997,6.47535,8.340855,9.08492
7,7,5,Flat,5,2,0.01861068,0.4742486,1.633071,1.788012,6.085865,4.564417,5.486153,7.218688,8.784913,10.98376
7,8,6,Full Circle,5,4,0.7000314,1.044251,3.097419,4.842411,6.097445,1.921643,2.810601,4.409298,5.708732,6.96382
7,9,7,Flat,5,5,0.5284067,0.8314639,3.109936,6.297583,6.319696,2.299381,3.298953,5.531104,9.196104,10.32886
7,10,8,Full Circle,5,4,0.01762037,2.088281,4.376174,5.64207,7.796761,1.765955,3.83186,6.064087,7.063654,9.473769
7,11,9,Flat,5,5,0.01777147,1.488283,2.687764,7.552227,7.574397,2.021399,4.298221,5.519842,9.740168,10.57317
7,12,10,Full Circle,5,1,0.8664919,3.232188,4.231678,5.753333,6.886219,2.554913,3.698718,5.042543,6.441696,8.052141
7,13,11,Flat,5,2,0.5097649,1.432827,1.554838,2.376826,2.687834,3.231827,4.474696,5.686316,10.02878,10.96192
7,14,12,Full Circle,5,3,0.9218075,2.62106,4.020406,5.21983,6.830245,2.021587,3.542714,4.998062,6.574842,7.662302
7,15,13,Flat,5,4,0.01720589,1.299876,1.35564,5.697846,5.742199,2.610242,3.63201,4.631696,9.384871,10.1948
7,16,14,Full Circle,5,2,0.01801207,2.223304,4.200336,4.666781,6.365925,1.745824,3.134095,5.411011,6.099349,7.254265
7,17,15,Flat,5,2,0.01659059,0.7777316,1.654934,1.854877,5.531157,3.365372,5.586564,7.641268,11.51712,12.64999
7,18,16,Full Circle,5,3,0.01648184,2.410209,3.953966,6.027176,7.030533,1.954845,2.910056,5.342184,6.808249,7.885592
7,19,17,Flat,5,1,0.01771661,1.799129,1.854693,6.751626,6.751626,2.874232,5.264975,5.986163,10.02915,11.19599
7,20,18,Full Circle,5,4,2.100312,3.434054,4.211301,5.954782,6.587829,2.878459,4.211301,5.399473,6.95423,7.754136
